date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:00	158/158	U-----	200	untouched ('OK')	text/plain	date:Fri,%2019%20Aug%202022%2017:19:29%20GMT	https://www.revendamaisverde.com.br/robots.txt		(from )
14:21:01	25996/-1	---M--	200	added ('OK')	text/html	date:Fri,%2019%20Aug%202022%2017:21:00%20GMT	https://www.revendamaisverde.com.br/	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/www.revendamaisverde.com.br/index.html	(from )
14:21:01	318/318	---M--	200	added ('OK')	image/x-icon	date:Fri,%2019%20Aug%202022%2017:21:01%20GMT	https://www.revendamaisverde.com.br/favicon.ico	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/www.revendamaisverde.com.br/favicon.ico	(from https://www.revendamaisverde.com.br/)
14:21:02	192348/192348	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2017:21:01%20GMT	https://www.revendamaisverde.com.br/_assets/vendors/bootstrap/css/bootstrap.css	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/www.revendamaisverde.com.br/_assets/vendors/bootstrap/css/bootstrap.css	(from https://www.revendamaisverde.com.br/)
14:21:02	15486/15486	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2017:21:02%20GMT	https://www.revendamaisverde.com.br/_assets/css/main.css	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/www.revendamaisverde.com.br/_assets/css/main.css	(from https://www.revendamaisverde.com.br/)
14:21:02	12626/12626	---M-Z	-1	error ('Error%20when%20decompressing')	text/css	etag:%225eb03e60-1137b%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.11.2/css/all.css	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.11.2/css/all.css	(from https://www.revendamaisverde.com.br/)
14:21:03	2213/2213	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2017:21:03%20GMT	https://www.revendamaisverde.com.br/_assets/vendors/slick/slick.css	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/www.revendamaisverde.com.br/_assets/vendors/slick/slick.css	(from https://www.revendamaisverde.com.br/)
14:21:03	3414/3414	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2017:21:03%20GMT	https://www.revendamaisverde.com.br/_assets/vendors/slick/slick-theme.css	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/www.revendamaisverde.com.br/_assets/vendors/slick/slick-theme.css	(from https://www.revendamaisverde.com.br/)
14:21:03	2069/2069	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2017:21:03%20GMT	https://www.revendamaisverde.com.br/_assets/vendors/videomodal/css/modal-video.min.css	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/www.revendamaisverde.com.br/_assets/vendors/videomodal/css/modal-video.min.css	(from https://www.revendamaisverde.com.br/)
14:21:03	77758/77758	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Aug%202022%2017:21:03%20GMT	https://www.revendamaisverde.com.br/_assets/css/animate.css	C:/Users/Roberto%20Andrade/OneDrive%20-%20MS365/%c3%81rea%20de%20Trabalho/widecloud/copia%20intelbras/copia%20intel/www.revendamaisverde.com.br/_assets/css/animate.css	(from https://www.revendamaisverde.com.br/)
